tweet_id,favorites,retweet_count
730573383004487680,4891,2125
730427201120833536,3479,1048
730211855403241472,3804,1058
730196704625098752,4843,1898
729854734790754305,4014,1124
729838605770891264,1724,381
729823566028484608,3962,1240
729463711119904772,5780,2310
729113531270991872,1877,323
728986383096946689,3133,819
728760639972315136,4668,1693
728751179681943552,2762,677
728653952833728512,3302,1027
728409960103686147,4894,1996
728387165835677696,3683,956
728046963732717569,4288,1194
728035342121635841,4553,1656
728015554473250816,4099,1100
727685679342333952,2948,637
727644517743104000,5868,1741
727524757080539137,4460,1216
727314416056803329,3326,740
727286334147182592,3040,807
727175381690781696,3895,1377
727155742655025152,3613,1327
726935089318363137,6855,2450
726887082820554753,3829,1515
726828223124897792,3553,1000
726224900189511680,4413,1141
725842289046749185,7060,2663
725786712245440512,4151,1364
725729321944506368,5194,1774
725458796924002305,1403,612
724983749226668032,3716,1306
724771698126512129,2342,636
724405726123311104,5257,1639
724049859469295616,4305,1767
724046343203856385,2648,554
724004602748780546,4163,1543
723912936180330496,3868,1230
723688335806480385,7643,2930
723673163800948736,3003,883
723179728551723008,5281,1858
722974582966214656,4077,1556
722613351520608256,4948,1628
721503162398597120,4601,1840
721001180231503872,2514,607
720785406564900865,3101,762
720775346191278080,2455,661
720415127506415616,4111,1493
720389942216527872,6345,2492
720340705894408192,2862,973
720059472081784833,3852,1111
720043174954147842,4884,1999
719991154352222208,4816,1731
719704490224398336,4524,1424
719551379208073216,5041,1900
719367763014393856,2791,739
719339463458033665,4410,1229
719332531645071360,3415,946
718971898235854848,3473,1071
718939241951195136,5232,1749
718631497683582976,18775,8003
718613305783398402,2423,478
718540630683709445,2444,1012
718460005985447936,2685,521
718454725339934721,4838,1502
718246886998687744,1915,501
718234618122661888,3848,990
717841801130979328,2458,603
717790033953034240,2872,1107
717537687239008257,5759,1846
717428917016076293,1611,450
717421804990701568,3149,843
717047459982213120,6270,1923
717009362452090881,3244,960
716802964044845056,4260,1165
716791146589110272,8106,1568
716730379797970944,1230,424
716447146686459905,13012,5838
716439118184652801,2367,207
716285507865542656,2755,1053
716080869887381504,6719,1897
715928423106027520,3180,876
715758151270801409,3703,1431
715733265223708672,4634,1679
715704790270025728,2788,563
715696743237730304,3898,1283
715680795826982913,4284,1608
715360349751484417,5448,1561
715342466308784130,3028,688
715220193576927233,2415,647
715200624753819648,5120,1876
715009755312439296,4149,1222
714982300363173890,3714,1030
714962719905021952,7322,4246
714957620017307648,4112,1403
714631576617938945,3271,994
714606013974974464,3621,925
714485234495041536,2676,1123
714258258790387713,3023,715
714251586676113411,3267,830
714214115368108032,2267,869
714141408463036416,4298,1394
713919462244790272,3279,784
713909862279876608,1898,534
713900603437621249,2825,738
713761197720473600,4848,1373
713411074226274305,4423,1292
713177543487135744,7195,2819
713175907180089344,4439,1468
712809025985978368,18484,6677
712717840512598017,12299,4963
712668654853337088,4162,1210
712438159032893441,5309,1558
712309440758808576,242,25
712097430750289920,3769,1024
712092745624633345,2930,883
712085617388212225,3258,484
712065007010385924,2256,619
711998809858043904,0,125
711968124745228288,8037,2291
711743778164514816,2831,977
711732680602345472,8805,4096
711694788429553666,32765,18260
711652651650457602,3838,909
711363825979756544,3638,1133
711306686208872448,3299,732
711008018775851008,2988,611
710997087345876993,4550,1378
710844581445812225,2534,687
710833117892898816,2672,533
710658690886586372,2307,555
710609963652087808,4779,2374
710588934686908417,4519,1860
710296729921429505,2368,733
710283270106132480,2140,517
710272297844797440,4518,1242
710269109699739648,2388,1116
710153181850935296,2894,882
710140971284037632,2748,874
710117014656950272,5471,1987
709918798883774466,3471,1078
709901256215666688,666,99
709852847387627521,3515,1198
709566166965075968,3543,1204
709556954897764353,3287,1067
709519240576036864,1490,236
709449600415961088,2218,567
709409458133323776,2612,683
709225125749587968,2399,571
709207347839836162,12522,5784
709198395643068416,2420,641
709179584944730112,1996,665
709158332880297985,2026,411
709042156699303936,4731,1628
708853462201716736,1792,657
708845821941387268,2981,897
708834316713893888,1678,496
708810915978854401,16443,6906
708738143638450176,2737,806
708711088997666817,2531,717
708479650088034305,2537,677
708469915515297792,3088,809
708400866336894977,15954,10050
708356463048204288,3572,1315
708349470027751425,2337,737
708149363256774660,4269,1546
708130923141795840,3372,848
708119489313951744,2682,977
708109389455101952,1939,547
708026248782585858,4380,1924
707995814724026368,3121,1120
707983188426153984,49,2
707969809498152960,2696,961
707776935007539200,3277,953
707741517457260545,2480,613
707738799544082433,4067,2456
707693576495472641,3401,992
707629649552134146,2564,875
707610948723478529,16943,6344
707420581654872064,2273,696
707411934438625280,2298,597
707387676719185920,3488,1285
707377100785885184,3273,1088
707315916783140866,2465,637
707297311098011648,2765,782
707059547140169728,2590,669
707038192327901184,2176,790
707021089608753152,4070,1356
707014260413456384,2307,596
706904523814649856,14549,7834
706901761596989440,2055,591
706681918348251136,3297,971
706644897839910912,2566,1088
706593038911545345,2146,630
706538006853918722,3466,1423
706516534877929472,3097,1029
706346369204748288,3445,925
706310011488698368,21277,7899
706291001778950144,1689,475
706265994973601792,2729,932
706169069255446529,3898,2205
706166467411222528,5157,1597
706153300320784384,1482,383
705975130514706432,3095,731
705970349788291072,3160,892
705898680587526145,2361,549
705786532653883392,1930,517
705591895322394625,3154,1150
705475953783398401,2953,912
705442520700944385,4421,1622
705428427625635840,3809,1681
705239209544720384,2999,746
705223444686888960,2580,797
705102439679201280,2140,517
705066031337840642,2178,616
704871453724954624,4268,1113
704859558691414016,2253,540
704847917308362754,5068,1524
704819833553219584,2637,989
704761120771465216,6628,2909
704499785726889984,2914,1014
704491224099647488,753,78
704480331685040129,3388,1062
704364645503647744,7996,3546
704347321748819968,1575,351
704134088924532736,1500,458
704113298707505153,1847,571
704054845121142784,2919,914
703774238772166656,1836,459
703769065844768768,3273,1141
703631701117943808,2576,678
703611486317502464,3853,1526
703425003149250560,3800,1361
703407252292673536,2444,693
703382836347330562,3507,1145
703356393781329922,1915,383
703268521220972544,1971,548
703079050210877440,7378,3077
703041949650034688,26326,12479
702932127499816960,2581,728
702899151802126337,1610,452
702684942141153280,3223,1075
702671118226825216,2200,556
702598099714314240,12217,3427
702539513671897089,2876,962
702332542343577600,3182,1546
702321140488925184,3265,1041
702276748847800320,2459,763
702217446468493312,4770,1332
701981390485725185,3453,990
701952816642965504,3842,1023
701889187134500865,3547,1387
701805642395348998,3415,1674
701601587219795968,2085,450
701570477911896070,2812,921
701545186879471618,2659,610
701214700881756160,12190,5090
700890391244103680,2210,566
700864154249383937,2592,621
700847567345688576,2456,499
700796979434098688,2438,937
700747788515020802,22810,9307
700518061187723268,2613,794
700505138482569216,2289,570
700462010979500032,4130,1785
700167517596164096,2627,733
700151421916807169,2233,673
700143752053182464,7526,2716
700062718104104960,2647,690
700029284593901568,2071,584
700002074055016451,3319,1340
699801817392291840,3064,953
699788877217865730,2228,508
699779630832685056,2745,1231
699775878809702401,1960,603
699691744225525762,10264,4608
699446877801091073,5946,2607
699434518667751424,2163,516
699423671849451520,1366,326
699413908797464576,2076,624
699370870310113280,1888,444
699323444782047232,3150,859
699088579889332224,2244,632
699079609774645248,2453,655
699072405256409088,2973,1191
699060279947165696,3760,1800
699036661657767936,2597,1198
698989035503689728,3344,972
698953797952008193,2680,899
698907974262222848,2540,625
698710712454139905,2465,680
698703483621523456,1443,379
698635131305795584,1294,338
698549713696649216,2330,623
698355670425473025,1857,449
698342080612007937,2267,951
698262614669991936,4743,1997
698195409219559425,16725,5961
698178924120031232,2806,737
697995514407682048,1516,331
697990423684476929,3284,1296
697943111201378304,2386,681
697881462549430272,3016,1178
697630435728322560,1744,541
697616773278015490,3163,1013
697596423848730625,3020,1262
697575480820686848,2034,497
697516214579523584,2055,1114
697482927769255936,2413,674
697463031882764288,3423,1398
697270446429966336,4691,1876
697259378236399616,3292,1004
697255105972801536,3032,1163
697242256848379904,2513,670
696900204696625153,3176,1019
696894894812565505,2338,676
696886256886657024,4853,1804
696877980375769088,2433,709
696754882863349760,1480,361
696744641916489729,2058,939
696713835009417216,2364,653
696518437233913856,3907,1704
696490539101908992,1216,141
696488710901260288,2532,1017
696405997980676096,3199,1156
696100768806522880,1931,653
695816827381944320,3010,1166
695794761660297217,3155,766
695767669421768709,1863,746
695629776980148225,4557,2098
695446424020918272,4389,1807
695409464418041856,8664,3569
695314793360662529,3621,1452
695095422348574720,2630,613
695074328191332352,2841,1095
695064344191721472,1601,589
695051054296211456,2660,787
694925794720792577,2692,916
694905863685980160,2745,937
694669722378485760,35768,14372
694356675654983680,1497,287
694352839993344000,2035,615
694342028726001664,1571,482
694329668942569472,2007,501
694206574471057408,4146,2032
694183373896572928,2947,924
694001791655137281,3405,1024
693993230313091072,1874,402
693942351086120961,1739,369
693647888581312512,2682,584
693644216740769793,1343,122
693642232151285760,2533,410
693629975228977152,2441,793
693622659251335168,1537,374
693590843962331137,5054,1955
693582294167244802,1648,254
693486665285931008,1780,634
693280720173801472,3340,1235
693267061318012928,2378,810
693262851218264065,2215,498
693231807727280129,2869,732
693155686491000832,7871,3205
693109034023534592,1716,612
693095443459342336,1856,461
692919143163629568,2670,754
692905862751522816,2423,865
692901601640583168,1766,601
692894228850999298,2266,807
692828166163931137,2867,881
692752401762250755,6826,3636
692568918515392513,4353,1533
692535307825213440,3174,1363
692530551048294401,1826,414
692423280028966913,1485,226
692417313023332352,9353,3468
692187005137076224,2523,819
692158366030913536,2143,789
692142790915014657,1646,394
692041934689402880,3394,1273
692017291282812928,2879,957
691820333922455552,3948,1659
691793053716221953,8125,4222
691756958957883396,2857,1001
691675652215414786,1954,508
691483041324204033,2386,563
691459709405118465,4039,1137
691444869282295808,2650,846
691416866452082688,19306,7622
691321916024623104,2556,662
691096613310316544,2955,877
691090071332753408,1714,335
690989312272396288,5892,2864
690959652130045952,3575,1249
690938899477221376,4093,1960
690932576555528194,3287,1020
690735892932222976,3780,1270
690728923253055490,2177,514
690690673629138944,2333,814
690649993829576704,1300,279
690607260360429569,294,17
690597161306841088,1951,601
690400367696297985,1887,452
690374419777196032,3243,847
690360449368465409,2669,878
690348396616552449,1508,516
690248561355657216,1669,415
690021994562220032,2793,1030
690015576308211712,2492,730
690005060500217858,3667,1686
689999384604450816,1418,370
689993469801164801,1457,449
689977555533848577,1371,446
689905486972461056,2435,699
689877686181715968,3036,1161
689835978131935233,2170,742
689661964914655233,3209,927
689659372465688576,10360,3865
689623661272240129,2227,639
689599056876867584,11647,5521
689557536375177216,2041,456
689517482558820352,3397,1426
689289219123089408,2254,942
689283819090870273,3267,1102
689280876073582592,1975,711
689275259254616065,1141,243
689255633275777024,2549,1080
689154315265683456,3071,1002
689143371370250240,2014,510
688916208532455424,2726,870
688908934925697024,2113,768
688898160958271489,2089,781
688894073864884227,2241,691
688828561667567616,1379,370
688804835492233216,962,191
688789766343622656,2212,662
688547210804498433,2598,700
688519176466644993,2314,725
688385280030670848,9288,4477
688211956440801280,2241,827
688179443353796608,2139,581
688116655151435777,2827,771
688064179421470721,1731,359
687841446767013888,5474,2511
687826841265172480,2749,1118
687818504314159109,2484,939
687807801670897665,2398,715
687732144991551489,1759,666
687704180304273409,2424,843
687664829264453632,1934,510
687494652870668288,1896,577
687480748861947905,1598,240
687476254459715584,1988,532
687460506001633280,2059,540
687399393394311168,1888,616
687317306314240000,20150,9159
687312378585812992,4359,1900
687127927494963200,5436,2269
687124485711986689,2167,504
687109925361856513,5800,2459
687102708889812993,2344,979
687096057537363968,2248,601
686947101016735744,8628,3182
686760001961103360,3517,1381
686749460672679938,3473,1451
686730991906516992,4134,1194
686683045143953408,2821,802
686618349602762752,3709,1362
686606069955735556,1885,542
686394059078897668,1737,687
686386521809772549,3258,878
686377065986265092,2212,568
686358356425093120,2182,668
686286779679375361,4003,1657
686050296934563840,2216,726
686035780142297088,1150,116
686034024800862208,3090,1142
686007916130873345,2488,412
686003207160610816,1833,625
685973236358713344,2100,523
685943807276412928,1630,593
685906723014619143,7507,2885
685681090388975616,2033,124
685667379192414208,2361,563
685663452032069632,3238,1457
685641971164143616,2940,780
685547936038666240,32933,15628
685532292383666176,3027,1157
685325112850124800,9460,3964
685321586178670592,2656,640
685315239903100929,3322,1047
685307451701334016,2071,442
685268753634967552,3102,1196
685198997565345792,2342,669
685169283572338688,4114,1428
684969860808454144,2389,368
684959798585110529,6826,3122
684940049151070208,3208,1045
684926975086034944,3492,460
684914660081053696,3511,1452
684902183876321280,1877,530
684880619965411328,2096,814
684830982659280897,35025,21654
684800227459624960,2736,1005
684594889858887680,8911,3502
684588130326986752,4114,1408
684567543613382656,3019,1212
684538444857667585,2647,947
684481074559381504,3891,1164
684460069371654144,1973,558
684241637099323392,8136,3280
684225744407494656,1231,208
684222868335505415,3823,1370
684200372118904832,2152,1034
684195085588783105,1913,511
684188786104872960,3490,1171
684177701129875456,2012,661
684147889187209216,2991,1513
684122891630342144,2013,466
684097758874210310,4117,1427
683857920510050305,3802,1123
683852578183077888,1934,345
683849932751646720,2609,965
683834909291606017,2623,1111
683828599284170753,2796,1061
683773439333797890,3346,1349
683742671509258241,6477,3301
683515932363329536,7332,2894
683498322573824003,3178,962
683481228088049664,2648,995
683462770029932544,2426,673
683449695444799489,3892,1604
683391852557561860,7629,2396
683357973142474752,2914,913
683142553609318400,2865,1042
683111407806746624,3394,911
683098815881154561,2161,658
683078886620553216,1988,562
683030066213818368,2161,737
682962037429899265,36799,16556
682808988178739200,1788,169
682788441537560576,2482,1107
682750546109968385,1518,440
682697186228989953,1317,357
682662431982772225,3058,1078
682638830361513985,2069,598
682429480204398592,3432,1154
682406705142087680,7555,1769
682393905736888321,2224,671
682389078323662849,1654,462
682303737705140231,3052,974
682259524040966145,4142,1205
682242692827447297,3250,1160
682088079302213632,18227,9851
682059653698686977,4938,1678
682047327939461121,3192,932
682032003584274432,6564,2003
682003177596559360,3130,1525
681981167097122816,2807,1029
681891461017812993,2470,815
681694085539872773,12779,4048
681679526984871937,1776,439
681654059175129088,2639,920
681610798867845120,1911,462
681579835668455424,3546,1295
681523177663676416,14269,5748
681340665377193984,1638,276
681339448655802368,9279,4077
681320187870711809,2642,740
681302363064414209,3923,1808
681297372102656000,3210,951
681281657291280384,3222,1092
681261549936340994,1456,268
681242418453299201,1487,526
681231109724700672,2408,484
681193455364796417,3690,1477
680970795137544192,2418,654
680959110691590145,4576,1998
680940246314430465,3198,1048
680934982542561280,2083,435
680913438424612864,2403,620
680889648562991104,1761,360
680836378243002368,3459,1315
680805554198020098,2149,662
680801747103793152,2376,814
680798457301471234,2845,1026
680609293079592961,2637,698
680583894916304897,3625,1327
680497766108381184,4227,1907
680494726643068929,1716,482
680473011644985345,2542,740
680440374763077632,1446,497
680221482581123072,1461,293
680206703334408192,2827,1167
680191257256136705,2141,499
680176173301628928,3877,1541
680161097740095489,2319,731
680145970311643136,3607,1736
680130881361686529,2284,938
680115823365742593,2715,902
680100725817409536,3559,1368
680085611152338944,12777,8953
680070545539371008,2576,866
679877062409191424,1983,645
679872969355714560,2178,659
679862121895714818,2446,617
679854723806179328,2843,1225
679844490799091713,2360,758
679828447187857408,36139,13945
679777920601223168,3087,1098
679736210798047232,2092,784
679729593985699840,2161,817
679722016581222400,1661,462
679530280114372609,4778,2070
679527802031484928,2625,715
679511351870550016,3349,1256
679503373272485890,3155,1459
679475951516934144,2082,634
679462823135686656,31426,18691
679405845277462528,2359,1196
679158373988876288,21186,7990
679148763231985668,2764,1019
679132435750195208,2954,1143
679111216690831360,5937,2555
679062614270468097,16861,8025
679047485189439488,2236,661
679001094530465792,2798,1214
678991772295516161,2283,1148
678969228704284672,1639,454
678800283649069056,2546,890
678798276842360832,3428,1154
678774928607469569,2792,896
678767140346941444,3496,1345
678764513869611008,1625,468
678755239630127104,7064,3250
678740035362037760,3732,1659
678708137298427904,5548,2402
678675843183484930,2838,1448
678643457146150913,2036,402
678446151570427904,3965,1524
678424312106393600,5422,2518
678410210315247616,4180,1788
678399652199309312,78553,31435
678396796259975168,1581,410
678389028614488064,1861,419
678380236862578688,2416,904
678341075375947776,1720,531
678334497360859136,1294,249
678278586130948096,11319,6017
678255464182861824,1581,361
678023323247357953,1895,375
678021115718029313,13535,6255
677961670166224897,3386,1661
677918531514703872,1338,402
677895101218201600,4782,2045
677716515794329600,3025,966
677700003327029250,3347,1423
677698403548192770,1216,316
677687604918272002,2464,841
677673981332312066,3296,1482
677662372920729601,1930,945
677644091929329666,1831,786
677573743309385728,2105,695
677565715327688705,1287,456
677557565589463040,2415,1133
677547928504967168,6858,3613
677530072887205888,1053,224
677335745548390400,3012,1753
677334615166730240,1329,281
677331501395156992,1075,233
677328882937298944,3592,1484
677314812125323265,1623,524
677301033169788928,1221,394
677269281705472000,1964,696
677228873407442944,3507,1621
677187300187611136,2710,906
676975532580409345,2741,1050
676957860086095872,2210,799
676949632774234114,1287,390
676948236477857792,2143,850
676946864479084545,1710,364
676942428000112642,2045,739
676936541936185344,12557,4844
676916996760600576,2940,1782
676897532954456065,2217,710
676864501615042560,2073,699
676821958043033607,22612,15337
676819651066732545,1789,653
676811746707918848,1402,416
676776431406465024,4925,1989
676617503762681856,2847,946
676613908052996102,1067,197
676606785097199616,1863,426
676603393314578432,1138,375
676593408224403456,4511,2124
676590572941893632,898,119
676588346097852417,2276,769
676582956622721024,1181,271
676575501977128964,2544,1099
676533798876651520,1839,545
676496375194980353,1500,523
676470639084101634,11423,4592
676440007570247681,1695,650
676430933382295552,1373,340
676263575653122048,2050,533
676237365392908289,1191,283
676219687039057920,75104,30500
676215927814406144,1714,562
676191832485810177,2239,1011
676146341966438401,1879,648
676121918416756736,2125,1140
676101918813499392,2775,1144
676098748976615425,2950,1397
676089483918516224,1288,427
675898130735476737,1586,561
675891555769696257,2091,835
675888385639251968,2336,936
675878199931371520,4101,1372
675870721063669760,1598,551
675853064436391936,2646,1264
675849018447167488,926,141
675845657354215424,2231,859
675822767435051008,1490,523
675820929667219457,1031,230
675798442703122432,10053,3337
675781562965868544,1599,457
675740360753160193,1146,334
675710890956750848,1852,796
675707330206547968,1937,667
675706639471788032,629,93
675534494439489536,1781,403
675531475945709568,1158,371
675522403582218240,1017,282
675517828909424640,1260,454
675501075957489664,16798,5691
675497103322386432,3079,1260
675489971617296384,1268,582
675483430902214656,1807,955
675432746517426176,1489,553
675372240448454658,1652,503
675362609739206656,1023,226
675354435921575936,31813,16382
675349384339542016,3826,2211
675334060156301312,2703,1251
675166823650848770,3504,1548
675153376133427200,6113,2513
675149409102012420,3658,1637
675147105808306176,919,228
675146535592706048,1154,288
675145476954566656,2085,870
675135153782571009,1272,470
675113801096802304,1907,764
675111688094527488,941,245
675109292475830276,2726,1103
675047298674663426,1037,316
675015141583413248,2639,1155
675006312288268288,962,217
675003128568291329,1524,454
674999807681908736,2188,1074
674805413498527744,840,344
674800520222154752,2941,829
674793399141146624,2450,1062
674790488185167872,1075,242
674788554665512960,796,203
674781762103414784,1955,1158
674774481756377088,1085,454
674767892831932416,1783,758
674764817387900928,774,230
674754018082705410,1332,431
674752233200820224,1427,449
674743008475090944,1360,533
674742531037511680,474,49
674739953134403584,1070,375
674737130913071104,630,85
674690135443775488,1117,458
674670581682434048,1567,630
674664755118911488,892,245
674646392044941312,1398,478
674644256330530816,1005,262
674638615994089473,1641,561
674632714662858753,1462,555
674606911342424069,919,95
674468880899788800,6060,1971
674447403907457024,1033,346
674436901579923456,1088,378
674422304705744896,1397,526
674416750885273600,669,133
674410619106390016,1166,448
674394782723014656,1471,554
674372068062928900,830,305
674330906434379776,547,72
674318007229923329,1373,505
674307341513269249,11033,6744
674291837063053312,14306,5669
674271431610523648,1524,710
674269164442398721,886,223
674265582246694913,1598,817
674262580978937856,1272,438
674255168825880576,1428,526
674082852460433408,739,163
674075285688614912,963,274
674063288070742018,6193,2126
674053186244734976,3202,1249
674051556661161984,1407,472
674045139690631169,1370,619
674042553264685056,701,122
674038233588723717,1072,402
674036086168010753,830,202
674024893172875264,1722,1181
674019345211760640,1095,292
674014384960745472,1513,611
674008982932058114,1160,339
673956914389192708,1899,922
673919437611909120,1134,360
673906403526995968,3087,1575
673887867907739649,907,245
673716320723169284,2996,722
673715861853720576,3433,1988
673711475735838725,1006,291
673709992831262724,811,263
673708611235921920,1043,275
673707060090052608,1065,378
673705679337693185,1220,394
673700254269775872,1385,546
673697980713705472,3851,1897
673689733134946305,1687,622
673688752737402881,1224,476
673686845050527744,1397,418
673680198160809984,1328,448
673662677122719744,1218,355
673656262056419329,699,229
673636718965334016,1072,347
673612854080196609,1557,695
673583129559498752,1157,346
673580926094458881,808,264
673576835670777856,1345,545
673363615379013632,994,292
673359818736984064,1408,650
673355879178194945,1456,554
673352124999274496,1612,520
673350198937153538,728,202
673345638550134785,2429,1215
673343217010679808,940,260
673342308415348736,1232,556
673320132811366400,13032,7600
673317986296586240,852,245
673295268553605120,7268,3061
673270968295534593,1037,348
673240798075449344,1384,698
673213039743795200,2177,815
673148804208660480,1639,606
672997845381865473,1900,688
672995267319328768,919,277
672988786805112832,958,280
672984142909456390,1218,523
672980819271634944,1763,975
672975131468300288,1625,871
672970152493887488,921,342
672968025906282496,1283,522
672964561327235073,1379,619
672902681409806336,1324,479
672898206762672129,878,408
672884426393653248,1500,809
672877615439593473,997,341
672834301050937345,1276,543
672828477930868736,1217,472
672640509974827008,948,303
672622327801233409,1249,467
672614745925664768,1188,556
672609152938721280,1078,375
672604026190569472,1082,384
672594978741354496,1294,590
672591762242805761,924,325
672591271085670400,701,177
672538107540070400,999,350
672523490734551040,612,161
672488522314567680,1072,417
672482722825261057,1092,573
672481316919734272,698,123
672475084225949696,1398,676
672466075045466113,1309,512
672272411274932228,6235,3235
672267570918129665,1447,590
672264251789176834,1098,324
672256522047614977,2727,1477
672254177670729728,1389,711
672248013293752320,1683,579
672245253877968896,663,148
672239279297454080,866,311
672231046314901505,1773,968
672222792075620352,757,204
672205392827572224,2188,1111
672169685991993344,989,353
672160042234327040,844,343
672139350159835138,1689,666
672125275208069120,2308,1099
672095186491711488,972,357
672082170312290304,909,352
672068090318987265,1250,498
671896809300709376,8224,4016
671891728106971137,1277,558
671882082306625538,3345,1339
671879137494245376,1366,640
671874878652489728,1211,529
671866342182637568,1083,473
671855973984772097,871,418
671789708968640512,6824,3340
671768281401958400,1151,481
671763349865160704,1618,873
671744970634719232,1307,732
671743150407421952,727,228
671735591348891648,1392,727
671729906628341761,8214,4184
671561002136281088,12360,6964
671550332464455680,878,201
671547767500775424,1299,570
671544874165002241,1898,1010
671542985629241344,1055,542
671538301157904385,905,374
671536543010570240,1134,389
671533943490011136,987,555
671528761649688577,815,248
671520732782923777,1347,510
671518598289059840,916,284
671511350426865664,1545,678
671504605491109889,6756,3417
671497587707535361,887,429
671488513339211776,968,457
671486386088865792,562,188
671485057807351808,737,225
671390180817915904,1399,718
671362598324076544,1067,286
671357843010908160,387,147
671355857343524864,471,114
671347597085433856,925,414
671186162933985280,710,202
671182547775299584,1083,323
671166507850801152,848,331
671163268581498880,1597,1053
671159727754231808,359,78
671154572044468225,685,209
671151324042559489,645,147
671147085991960577,648,204
671141549288370177,1113,630
671138694582165504,892,386
671134062904504320,721,185
671122204919246848,3379,2422
671115716440031232,1322,746
671109016219725825,1106,419
670995969505435648,1075,283
670842764863651840,23821,8354
670840546554966016,567,187
670838202509447168,1076,667
670833812859932673,426,118
670832455012716544,710,208
670826280409919488,5331,3904
670823764196741120,750,180
670822709593571328,587,91
670815497391357952,3064,1480
670811965569282048,1089,260
670807719151067136,1124,471
670804601705242624,1894,917
670803562457407488,332,84
670797304698376195,712,229
670792680469889025,799,264
670789397210615808,641,225
670786190031921152,581,195
670783437142401025,801,372
670782429121134593,1504,737
670780561024270336,766,279
670778058496974848,317,71
670764103623966721,1040,403
670755717859713024,427,106
670733412878163972,928,494
670727704916926465,801,343
670717338665226240,1158,467
670704688707301377,750,357
670691627984359425,575,231
670679630144274432,728,272
670676092097810432,241,40
670668383499735048,10309,4815
670474236058800128,1460,711
670468609693655041,347,84
670465786746662913,940,525
670452855871037440,531,195
670449342516494336,1159,627
670444955656130560,6501,1906
670442337873600512,627,191
670435821946826752,1020,494
670434127938719744,1359,620
670433248821026816,319,106
670428280563085312,1335,594
670427002554466305,508,154
670421925039075328,1263,606
670420569653809152,602,302
670417414769758208,552,309
670411370698022913,1949,852
670408998013820928,536,211
670403879788544000,410,145
670385711116361728,546,195
670374371102445568,724,259
670361874861563904,320,63
670338931251150849,416,103
670319130621435904,3757,1167
670303360680108032,418,126
670290420111441920,676,270
670093938074779648,993,317
670086499208155136,674,244
670079681849372674,2149,1175
670073503555706880,1517,757
670069087419133954,603,226
670061506722140161,736,319
670055038660800512,646,316
670046952931721218,625,165
670040295598354432,729,106
670037189829525505,575,261
670003130994700288,319,87
669993076832759809,314,81
669972011175813120,428,149
669970042633789440,293,55
669942763794931712,489,154
669926384437997569,364,94
669923323644657664,227,53
669753178989142016,783,377
669749430875258880,254,63
669684865554620416,495,87
669683899023405056,377,105
669682095984410625,344,129
669680153564442624,647,271
669661792646373376,784,413
669625907762618368,3409,1742
669603084620980224,914,347
669597912108789760,501,145
669583744538451968,1442,888
669573570759163904,424,134
669571471778410496,1543,977
669567591774625800,228,53
669564461267722241,375,118
669393256313184256,349,71
669375718304980992,1282,700
669371483794317312,475,170
669367896104181761,444,145
669363888236994561,600,219
669359674819481600,358,116
669354382627049472,2608,1232
669353438988365824,605,251
669351434509529089,420,173
669328503091937280,983,400
669327207240699904,554,114
669324657376567296,483,200
669216679721873412,1154,392
669214165781868544,425,154
669203728096960512,973,456
669037058363662336,631,299
669015743032369152,719,360
669006782128353280,559,238
669000397445533696,20186,6113
668994913074286592,425,218
668992363537309700,722,327
668989615043424256,655,318
668988183816871936,875,445
668986018524233728,535,158
668981893510119424,520,290
668979806671884288,770,334
668975677807423489,1257,556
668967877119254528,140,21
668960084974809088,681,231
668955713004314625,267,68
668932921458302977,254,55
668902994700836864,308,97
668892474547511297,386,144
668872652652679168,510,289
668852170888998912,437,153
668826086256599040,422,129
668815180734689280,544,255
668779399630725120,681,353
668655139528511488,505,210
668645506898350081,848,510
668643542311546881,848,507
668641109086707712,1035,524
668636665813057536,1008,476
668633411083464705,2698,1552
668631377374486528,687,304
668627278264475648,307,109
668625577880875008,371,123
668623201287675904,1370,724
668620235289837568,192,38
668614819948453888,596,306
668587383441514497,1609,1028
668567822092664832,235,50
668544745690562560,495,215
668542336805281792,436,204
668537837512433665,245,68
668528771708952576,446,213
668507509523615744,312,101
668496999348633600,394,126
668484198282485761,413,225
668480044826800133,442,142
668466899341221888,858,493
668297328638447616,603,285
668291999406125056,234,29
668286279830867968,484,131
668274247790391296,794,224
668268907921326080,537,227
668256321989451776,1249,576
668248472370458624,941,463
668237644992782336,5971,2720
668226093875376128,288,97
668221241640230912,496,187
668204964695683073,538,187
668190681446379520,625,191
668171859951755264,467,185
668154635664932864,479,296
668142349051129856,557,270
668113020489474048,645,225
667937095915278337,1211,761
667924896115245057,285,108
667915453470232577,199,54
667911425562669056,473,284
667902449697558528,825,362
667886921285246976,1797,1030
667885044254572545,791,452
667878741721415682,379,113
667873844930215936,604,386
667866724293877760,2916,985
667861340749471744,234,74
667832474953625600,287,60
667806454573760512,1015,469
667801013445750784,317,93
667793409583771648,678,315
667782464991965184,400,236
667773195014021121,226,52
667766675769573376,421,204
667728196545200128,365,143
667724302356258817,462,306
667550904950915073,0,33
667550882905632768,0,32
667549055577362432,5547,2161
667546741521195010,327,116
667544320556335104,827,501
667538891197542400,196,62
667534815156183040,786,498
667530908589760512,445,227
667524857454854144,1625,1068
667517642048163840,353,182
667509364010450944,6520,2026
667502640335572993,520,212
667495797102141441,502,254
667491009379606528,511,213
667470559035432960,245,90
667455448082227200,183,56
667453023279554560,298,85
